"","recid","earnings","D","male","hsorged","black","hispanic","married","wkless13","afdc","age2225","age2629","age3035","age3644","age4554","class_tr","ojt_jsa","f2sms","age","bfeduca","bfyrearn","bfwage","bfhrswrk"
"9934",318259,21201,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,"36",12,5760,400,30
"9935",318261,17032,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,"25",13,0,500,20
"9936",318264,26186,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"37",12,6488,390,20
"9937",318265,17653,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,"24",12,1140,450,40
"9938",318266,35868,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"35",12,10100,652,40
"9939",318270,9960,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"29",13,6000,575,40
"9940",318272,14640,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,"49",8,5300,350,50
"9941",318273,11634,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,"23",11,1180,350,40
"9942",318275,17959,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"26",12,7500,385,40
"9945",318278,12249,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"30",12,0,0,0
"9946",318279,15501,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"30",9,8000,619,36
"9948",318281,2941,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,"22",12,9200,475,40
"9951",318286,17107,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,"33",10,9000,600,30
"9952",318287,22089,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"31",12,5743,365,40
"9954",318289,4494,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,"38",13,0,0,0
"9955",318291,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"28",12,54,335,16
"9957",318294,16546,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"58",14,5000,550,25
"9958",318300,27549,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"53",12,6192,430,40
"9959",318301,3546,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,"24",11,0,475,40
"9960",318302,17160,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,"44",12,0,400,40
"9961",318303,2487,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,"26",13,360,375,40
"9962",318306,4604,1,1,0.6876773,1,0,1,1,0,0,0,0,0,0,1,0,1,"63",12,0,0,0
"9963",318308,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,"33",9,145,500,14
"9964",318311,30997,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,"26",13,3500,350,40
"9965",318312,3882,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"25",12,0,0,0
"9967",318317,14361,1,0,0,0,1,0.2111608,0,0,1,0,0,0,0,1,0,0,"22",12,3500,400,24
"9968",318318,47736,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,"25",12,0,0,0
"9969",318321,4571,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,"25",12,400,570,12
"9970",318322,5217,1,0,1,1,0,1,0.5332298,1,1,0,0,0,0,0,0,0,"23",12,9898,400,28
"9971",318323,54998,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"40",13,7600,985,40
"9972",318325,260,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,"54",11,2144,335,40
"9973",318327,465,0,0,0.716404,0,0,1,0,0,1,0,0,0,0,1,0,0,"22",12,2460,410,30
"9975",318332,3873,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"60",12,0,0,0
"9976",318333,21228,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,"49",10,0,335,20
"9977",318335,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"43",10,160,335,16
"9978",318338,8587,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"29",9,10000,800,30
"9979",318339,13536,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"24",12,125,500,35
"9980",318340,25107,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"24",16,0,345,25
"9981",318344,3061,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"27",16,1200,335,40
"9982",318348,2577,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,"30",12,256,350,25
"9984",318350,8358,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"29",9,3925,450,40
"9985",318351,669,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"55",13,310,275,35
"9986",318353,33460,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"29",12,1100,615,26
"9987",318354,3572,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,"26",11,218,335,40
"9988",318355,3336,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"34",12,1600,490,44
"9989",318356,37410,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"24",12,4000,725,40
"9990",318361,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"50",8,3000,450,40
"9991",318364,15951,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"47",17,3500,450,45
"9992",318366,90077,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"37",12,12000,525,40
"9993",318367,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"42",11,0,550,40
"9994",318369,47898,1,1,0.6876773,0,0,0,0,0,0,0,1,0,0,0,1,1,"34",12,10000,450,40
"9995",318370,37815,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"32",11,22000,425,38
"9996",318371,6038,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,"29",12,0,0,0
"9997",318372,12518,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"58",8,2130,355,20
"9999",318374,25076,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"32",12,8000,425,40
"10000",318376,253,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"28",12,1500,1000,5
"10001",318377,6839,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"36",14,3832,350,13
"10002",318379,35674,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"38",8,3000,600,40
"10003",318380,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"47",15,3442,475,20
"10007",318387,78150,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"38",12,16000,500,40
"10008",318388,37821,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,"33",13,4600,460,45
"10009",318389,12509,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"27",12,2658,210,20
"10010",318392,7085,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"25",10,200,150,20
"10011",318395,4556,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,"51",12,1366,340,20
"10012",318397,49911,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,"31",11,6000,440,40
"10013",318398,59937,1,1,0.6876773,0,0,1,1,0,1,0,0,0,0,0,1,0,"24",13,14000,650,42
"10014",318403,41190,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"24",13,1448,425,30
"10015",318404,4276,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,"30",13,135,375,40
"10016",318405,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,"37",13,0,0,0
"10017",318410,16824,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"22",12,0,525,50
"10018",318411,1351,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"32",11,444,400,16
"10020",318415,2763,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"28",12,3000,350,20
"10022",318421,38365,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"26",12,400,500,40
"10025",318424,10990,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,"58",13,0,0,0
"10026",318425,861,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"35",12,3000,559,40
"10027",318427,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,"24",11,0,410,40
"10028",318428,17313,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,"36",12,4000,650,15
"10030",318432,35028,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,"25",11,10100,750,18
"10031",318433,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"43",12,0,630,40
"10032",318434,9677,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"25",12,5000,400,24
"10034",318436,5855,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,"27",12,3000,500,30
"10035",318439,19374,1,0,1,0,1,0.2111608,1,0,0,0,0,1,0,0,1,0,"37",12,0,0,0
"10036",318440,13632,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"23",16,2000,375,8
"10038",318443,462,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"23",11,1500,375,40
"10039",318444,789,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",10,2500,550,25
"10040",318445,13894,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"29",10,9720,595,30
"10042",318449,40157,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"31",8,7920,600,40
"10043",318452,5970,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"30",14,7079,600,40
"10044",318454,15384,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,"31",9,1540,350,40
"10045",318455,7202,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,"38",8,4560,600,55
"10046",318457,21195,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"23",12,2600,335,30
"10047",318460,1467,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"38",11,4000,500,40
"10048",318464,12656,1,0,0.716404,0,0,1,0,0,0,1,0,0,0,1,0,1,"27",12,500,201,40
"10049",318465,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,"23",9,0,0,0
"10050",318470,33604,1,1,0,0,0,1,0.4073359,0,0,0,0,0,1,0,0,0,"50",11,98,525,70
"10051",318472,3301,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,"26",12,0,0,0
"10052",318473,51690,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,"28",12,69,380,22
"10053",318475,10365,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,"27",12,2000,335,20
"10054",318476,7519,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"38",9,1200,110,40
"10055",318478,11855,1,1,0.6876773,0,0,0,1,0,0,0,0,0,0,0,0,0,"66",8,528,525,40
"10057",318484,5066,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"37",16,7000,520,17
"10058",318485,237,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"39",12,0,0,0
"10059",318487,41598,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"24",10,3500,500,40
"10061",318491,12309,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"35",11,4000,550,50
"10062",318492,16291,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",11,7741,400,40
"10063",318495,105747,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,"26",13,6000,500,32
"10065",318498,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,"32",13,2897,400,40
"10067",318500,7218,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"39",10,2605,385,34
"10068",318502,12522,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"43",13,6530,537,16
"10069",318503,22362,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"56",12,5630,500,25
"10070",318504,46244,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"36",12,5719,1000,45
"10072",318506,40,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,"32",12,9600,600,40
"10073",318508,1239,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,"26",15,1260,450,40
"10074",318511,6649,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,"50",12,4200,446,40
"10075",318512,0,1,0,1,0,0,0,0.5332298,0,0,0,0,1,0,0,1,1,"36",12,1440,450,40
"10076",318514,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,"65",12,900,650,70
"10077",318517,36846,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"22",12,10500,500,40
"10078",318519,3597,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"31",10,800,400,40
"10079",318521,17142,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,"27",8,0,935,40
"10080",318522,675,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"51",11,0,0,0
"10081",318523,76673,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"33",12,1000,1300,40
"10082",318524,8980,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,"24",11,0,0,0
"10083",318525,717,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"22",10,0,0,0
"10084",318527,36277,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"27",12,6000,445,40
"10085",318528,2456,1,1,0.6876773,1,0,0,1,0,0,1,0,0,0,0,0,0,"29",12,0,0,0
"10086",318529,15932,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"57",12,1917,350,25
"10087",318532,1477,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"38",12,9600,400,40
"10088",318533,16617,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"27",16,0,335,15
"10089",318534,4701,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"28",11,3300,509,16
"10090",318535,7874,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"27",12,0,0,0
"10091",318536,61485,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,"35",12,200,500,10
"10092",318541,17589,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,"32",12,2743,375,30
"10093",318543,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"25",12,3000,335,40
"10094",318545,50640,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,"29",11,700,425,40
"10095",318547,19694,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,"28",12,1500,350,16
"10096",318548,8541,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"54",12,3500,600,35
"10097",318549,7464,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,"26",12,144,450,16
"10098",318550,17703,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"28",10,980,350,35
"10100",318553,542,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"48",10,1249,335,40
"10101",318555,234,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"37",11,6333,625,32
"10102",318556,2416,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"37",13,3000,800,40
"10103",318557,40851,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"52",12,3000,500,38
"10104",318558,123,1,0,1,0,0,0.2111608,1,1,0,1,0,0,0,1,0,0,"26",8,0,335,30
"10107",318561,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",9,3500,440,40
"10108",318563,7739,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,"46",12,0,350,40
"10109",318569,8269,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,"28",12,4800,781,48
"10110",318572,43712,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"49",12,1164,350,40
"10112",318574,20945,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"26",11,7265,464,40
"10114",318576,31681,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,"33",13,0,468,40
"10116",318578,4608,1,0,1,1,0,0.2111608,0,1,1,0,0,0,0,0,1,1,"25",13,3000,405,40
"10117",318579,14751,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"29",11,0,335,20
"10118",318582,16143,0,0,1,0,0,0.2111608,0,0,0,0,0,0,1,0,1,1,"45",12,4500,440,36
"10119",318583,34001,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,"24",12,8830,201,28
"10121",318586,84759,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"29",12,12050,800,40
"10122",318588,726,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"25",10,0,335,20
"10123",318589,0,1,0,1,0,0,0.2111608,1,1,0,0,1,0,0,0,1,0,"33",14,170,400,32
"10124",318590,6549,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"25",8,0,0,0
"10125",318591,1987,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"24",8,0,0,0
"10128",318601,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,"23",11,0,0,0
"10129",318602,21531,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"22",12,1100,415,20
"10130",318603,38229,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,"40",11,4237,625,40
"10131",318606,46224,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"27",12,10000,495,40
"10132",318609,905,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,"26",8,4418,335,8
"10134",318611,72394,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"43",14,1700,600,40
"10135",318615,7137,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,"32",8,275,400,8
"10136",318616,26448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"25",14,4400,500,25
"10137",318617,35445,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",12,7000,635,40
"10138",318619,9026,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,"40",12,0,556,45
"10139",318620,10722,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"25",13,4350,500,43
"10140",318623,578,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"32",12,3500,365,26
"10141",318625,17374,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"67",18,0,0,0
"10142",318626,28801,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,"34",8,160,400,40
"10143",318628,4551,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"34",10,10000,600,40
"10144",318630,16248,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"24",11,69,375,8
"10145",318632,10542,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"27",12,3400,435,39
"10146",318636,50951,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"36",16,4866,600,33
"10148",318642,27133,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,"43",9,0,410,40
"10149",318644,22821,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",11,1500,600,8
"10151",318649,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,"24",10,2240,700,40
"10152",318650,69739,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,"26",12,14000,750,40
"10153",318653,2235,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,"49",10,0,350,40
"10155",318656,4835,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,"52",11,0,570,40
"10156",318658,10347,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"28",12,0,836,40
"10159",318663,7264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"24",14,3000,365,30
"10161",318666,17082,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"27",12,1500,445,40
"10162",318667,4758,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,"23",12,200,500,60
"10163",318668,10438,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"27",17,10800,750,40
"10164",318669,19289,1,1,0.6876773,1,0,0,0,0,1,0,0,0,0,1,0,0,"23",12,4000,335,19
"10165",318673,13914,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,"41",12,0,0,0
"10167",318678,4515,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,"27",9,75,425,32
"10168",318681,4044,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"36",15,6600,825,37
"10169",318682,42275,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"31",11,3600,400,40
"10171",318685,3164,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",16,3500,375,20
"10172",318686,22956,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",15,2040,600,20
"10173",318687,16965,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"29",10,3500,385,20
"10174",318689,29781,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,"33",12,0,365,40
"10175",318690,12963,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"43",14,2500,400,40
"10176",318694,6400,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,"49",8,7500,450,48
"10177",318695,9163,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,"37",11,2000,400,30
"10179",318702,24261,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,"31",16,3892,400,27
"10180",318703,8364,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,"24",12,8597,700,20
"10183",318709,4335,1,0,0.716404,0,0,0,1,0,0,0,0,1,0,0,1,0,"38",8,0,360,40
"10185",318713,23312,1,0,0.716404,0,0,0,0,0,0,0,0,1,0,0,0,0,"37",12,2500,450,40
"10187",318720,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"28",9,3000,600,40
"10190",318725,7408,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"40",10,1100,475,40
"10191",318726,5332,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"55",8,3400,400,40
"10195",318733,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"51",12,1400,335,21
"10197",318736,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"43",10,0,0,0
"10198",318737,36440,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"31",11,0,0,0
"10199",318740,4720,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"26",10,7680,600,55
"10200",318741,339,1,1,0,0,1,0.3352851,1,0,1,0,0,0,0,0,1,1,"22",13,0,0,0
"10201",318742,42741,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"42",10,200,500,8
"10202",318746,17826,0,1,1,1,0,0.3352851,0,0,0,1,0,0,0,0,1,1,"27",12,2000,600,20
"10204",318752,33387,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"31",13,0,350,40
"10205",318755,6171,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,"23",12,250,200,11
"10206",318756,9573,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,"33",13,0,0,0
"10207",318758,3296,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,"29",11,10780,671,40
"10208",318760,4230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"58",8,800,335,30
"10209",318762,9264,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"27",14,1000,500,30
"10212",318766,9561,1,1,1,0,0,0,0.4073359,0,1,0,0,0,0,0,1,0,"22",12,5000,500,40
"10213",318768,24171,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,"24",14,250,335,18
"10214",318769,36767,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"29",12,3828,435,40
"10216",318774,19776,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,"23",12,5628,335,35
"10217",318776,1788,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,"26",12,168,420,40
"10220",318782,33159,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,"26",12,3435,400,24
"10221",318784,2741,0,0,0.716404,0,0,1,1,0,0,0,0,0,1,0,1,0,"45",8,0,0,0
"10222",318785,32837,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"33",12,11730,1200,40
"10223",318786,1017,1,0,1,1,0,0.2111608,1,1,1,0,0,0,0,1,0,1,"24",13,0,475,20
"10225",318788,4278,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,"35",12,600,425,30
"10226",318790,34977,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,"27",12,0,380,40
"10227",318791,23204,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"31",8,10800,525,40
"10228",318792,4983,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,"35",12,6000,412,8
"10229",318793,20061,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"29",12,8500,550,50
"10230",318794,47996,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"45",9,4520,1200,40
"10231",318797,17103,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"39",12,1100,367,32
"10232",318799,40463,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,"36",11,15000,600,40
"10234",318802,45662,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,"35",12,1500,460,40
"10235",318806,5493,0,0,1,0,1,0.2111608,1,1,0,0,1,0,0,0,0,0,"33",8,0,0,0
"10238",318811,30291,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"26",11,4000,400,40
"10240",318814,30823,1,1,0,0,0,0.3352851,0,0,0,0,1,0,0,0,1,0,"30",8,4000,500,40
"10241",318815,1235,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,"30",16,0,0,0
"10244",318820,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"30",8,0,400,40
"10245",318822,24336,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"37",12,4094,367,30
"10246",318823,4774,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"26",12,1000,200,15
"10247",318825,16228,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"26",12,1300,500,40
"10248",318828,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,"61",10,2000,700,84
"10250",318831,4824,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",13,2300,350,38
"10254",318842,37950,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,"29",13,0,500,40
"10256",318845,39230,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,"32",12,8190,600,25
"10257",318846,2881,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"42",12,1500,500,40
"10259",318848,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"35",8,0,0,0
"10260",318851,55173,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"28",10,1370,582,40
"10261",318852,31076,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,"29",12,9320,500,26
"10262",318854,32191,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"38",14,12000,410,35
"10263",318855,0,1,0,0.716404,0,1,1,1,0,0,0,0,1,0,0,1,1,"36",11,0,0,0
"10264",318859,10998,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"22",9,0,350,40
"10266",318862,4489,0,1,0.6876773,1,0,0,0,0,1,0,0,0,0,0,0,1,"25",12,10500,574,40
